cluster_id,keywords,cluster_name,experiment_id,umap_params,hdbscan_params
26,"['pdf nickname display', 'pdf statement alignment', 'pdf account truncation', 'pdf statement generation', 'pdf statement alignment', 'pdf statement format', 'pdf statement distortion', 'pdf font distortion', 'pdf statement distortion', 'pdf formatting error', 'pdf text alignment']",Cluster 26,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
27,"['billpay module crash', 'bill pay alignment', 'bill payment failure', 'bill payment failure', 'bill pay alignment', 'bill pay alignment', 'bill pay alignment', 'bill pay alignment', 'bill pay alignment', 'bill pay ui', 'bill pay alignment', 'bill pay alignment', 'bill pay ui']",Cluster 27,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
28,"['font size display', 'font size display', 'font size display', 'font size render', 'font size display', 'font size render', 'font size display', 'font size display', 'font size display', 'font size readability', 'font size display', 'font size render', 'font size readability', 'font size render', 'font size display', 'font size display', 'font size display', 'font size display', 'font size readability', 'font size readability', 'small font size', 'font size display', 'font size render', 'font size display', 'font size display', 'font size readability', 'font size render', 'font size display', 'font size display', 'font size readability', 'font size display']",Cluster 28,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
29,"['wiki link error', 'break link error', 'break link error', 'break link error']",Cluster 29,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
30,"['branch network latency', 'replication lag', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch router cpu', 'branch network latency', 'branch network latency', 'datum integration discrepancy', 'datum discrepancy', 'branch network latency', 'branch network connectivity', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network connectivity', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency']",Cluster 30,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
31,"['outlook signature display', 'exchange server outage', 'network printer offline', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server downtime', 'exchange server performance', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server performance', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server failure', 'exchange server offline', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server cpu', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server downtime', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server downtime', 'exchange server outage', 'exchange server outage', 'exchange server queue', 'exchange server outage', 'exchange server failure', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server downtime', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange server outage', 'exchange email delay']",Cluster 31,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
32,"['exchange online outage', 'exchange online delay', 'exchange online outage', 'exchange online outage', 'exchange online outage', 'exchange online outage']",Cluster 32,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
33,"['core banking slowdown', 'core router failure', 'core banking restart', 'core banking restart', 'core banking diskspace', 'core banking upgrade']",Cluster 33,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
34,"['teller app freeze', 'teller printer offline', 'teller printer offline', 'teller printer failure', 'teller printer error', 'teller app slowness', 'teller printer offline', 'teller printer offline', 'teller printer offline', 'teller printer failure', 'teller printer offline']",Cluster 34,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
35,"['slow report generation', 'slow query performance', 'slow query performance', 'slow query performance', 'slow query performance', 'slow query performance']",Cluster 35,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
36,"['los database performance', 'los connectivity failure', 'los database performance', 'los server performance', 'los integration failure', 'los database performance', 'los query performance', 'los query performance', 'los performance degradation']",Cluster 36,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
37,"['statement generation delay', 'statement generation delay', 'statement generation failure', 'statement generation timeout', 'statement generation delay', 'statement generation delay', 'statement generation delay', 'statement generation delay', 'statement generation delay']",Cluster 37,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
38,"['statement datum discrepancy', 'statement font size', 'statement font inconsistency', 'statement download failure', 'statement font size', 'statement date format', 'statement font display', 'statement font size', 'statement font size', 'statement font display', 'statement font display', 'statement text alignment', 'statement font size']",Cluster 38,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
39,"['regulatory reporting failure', 'regulatory report failure', 'regulatory reporting failure', 'regulatory reporting delay']",Cluster 39,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
40,"['report generation delay', 'report generation delay', 'report generation delay', 'report generation delay', 'report generation delay', 'report generation timeout', 'report generation delay', 'report generation delay', 'report generation timeout', 'report generation delay', 'report generation timeout', 'report generation delay', 'report generation delay', 'report generation timeout', 'report generation timeout', 'report generation delay', 'report generation delay', 'report generation delay', 'report generation timeout', 'report generation delay', 'report generation delay', 'report generation delay', 'report generation delay', 'report generation timeout', 'report generation timeout', 'report generation delay', 'report generation delay', 'report generation delay', 'report generation delay', 'report generation delay', 'report generation timeout', 'report generation timeout']",Cluster 40,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
41,"['false positive alert', 'false positive block', 'false positive alert', 'false positive alert', 'false positive fraud', 'false positive fraud']",Cluster 41,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
42,"['snowflake query timeout', 'snowflake connection timeout', 'snowflake report failure', 'snowflake connection failure', 'snowflake report timeout', 'snowflake query performance']",Cluster 42,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
43,"['mpls circuit latency', 'mpls circuit failure', 'mpls circuit latency', 'mpls connection drop', 'mpls circuit latency', 'mpls circuit latency', 'mpls circuit latency', 'mpls circuit latency', 'mpls circuit latency', 'mpls network latency', 'mpls circuit latency', 'mpls circuit failure', 'mpls network latency', 'mpls link failure', 'mpls connection failure']",Cluster 43,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
44,"['wan link performance', 'wan link latency', 'wan link degradation', 'wan link packet loss', 'wan link degradation', 'wan link latency', 'wan link degradation']",Cluster 44,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
45,"['authsvc login failure', 'authsvc login failure', 'authserv login failure', 'authservice login failure', 'authsvc login failure', 'authservice login failure', 'authsvc login failure', 'authsvc latency issue', 'authserv login failure', 'authsvc login failure']",Cluster 45,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
46,"['loan report generation', 'loan report performance', 'loan form display', 'credit score retrieval', 'loan database performance', 'credit bureau api', 'loan report failure', 'loan report failure', 'loan report timeout', 'loan processing delay', 'loan balance discrepancy', 'interest calculation failure', 'loan report generation', 'loan report generation', 'incorrect interest rate', 'loan report delay', 'interest calculation failure', 'interest calculation failure', 'loan report failure', 'loan report failure', 'loan server cpu']",Cluster 46,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
47,"['oracle query performance', 'oracle database performance', 'oracle query performance', 'oracle query timeout']",Cluster 47,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
48,"['sql query timeout', 'sql server performance', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'store procedure performance', 'sql timeout error', 'sql server timeout', 'sql query timeout', 'sql query timeout', 'sql query optimization', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query performance', 'sql query timeout', 'sql query performance', 'sql query performance', 'sql query performance', 'sql query performance', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query performance', 'sql query timeout', 'sql query timeout', 'sql query performance', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query timeout']",Cluster 48,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
49,"['button alignment issue', 'button alignment issue', 'ui nickname alignment', 'ui nickname alignment', 'button alignment issue']",Cluster 49,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
50,"['safari display alignment', 'safari display alignment', 'safari button alignment', 'safari display misalignment', 'safari nickname alignment', 'safari display bug', 'safari ui alignment']",Cluster 50,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
51,"['font distortion issue', 'font size inconsistency', 'font size issue', 'font size issue', 'font size issue', 'css alignment issue', 'font display distortion', 'font size issue', 'font size issue']",Cluster 51,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
52,"['css styling error', 'css alignment error', 'css alignment error']",Cluster 52,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
53,"['payee alignment', 'payee button alignment', 'payee alignment', 'payee button alignment', 'payee font', 'payee button alignment', 'payee alignment']",Cluster 53,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
54,"['etl pipeline failure', 'etl datum incompleteness', 'etl datum inaccuracy', 'etl process failure', 'etl job failure', 'etl process failure']",Cluster 54,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
55,"['verbose logging issue', 'batch job failure', 'batch job failure', 'batch job failure', 'dna batch processing', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'archive backup failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'backup job failure']",Cluster 55,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
56,"['report date format', 'excessive log volume', 'report datum discrepancy', 'report datum discrepancy', 'report datum integrity', 'report datum inaccuracy', 'report datum discrepancy', 'report datum inaccuracy', 'report datum failure']",Cluster 56,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
57,"['salesforce api timeout', 'system performance degradation', 'api rate limiting', 'pvsm payment delay', 'api performance degradation', 'salesforce datum sync', 'ths api timeout', 'api connection timeout', 'experian api failure', 'api payment delay', 'api response delay', 'api payment delay', 'api performance degradation', 'api payment delay', 'experian api failure', 'api response delay', 'api payment delay', 'api bad request', 'api payment delay', 'api performance degradation', 'api payment delay', 'api performance degradation', 'api performance degradation', 'api response delay', 'api response delay', 'api performance degradation', 'api payment delay', 'api response delay', 'api response delay', 'api payment delay', 'api payment delay', 'api payment delay', 'api response delay', 'cif api performance', 'api response delay']",Cluster 57,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
58,"['email notification delay', 'email delivery latency', 'email delivery failure', 'email notification delay', 'email delivery delay', 'email delivery delay', 'email delivery delay', 'email delivery failure', 'email delivery delay', 'email delivery delay', 'email delivery delay', 'email delivery failure', 'email delivery failure']",Cluster 58,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
59,"['account balance font', 'account summary font', 'account summary font', 'account balance font', 'account summary font', 'account balance font', 'account detail font']",Cluster 59,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
60,"['crm datum sync', 'crm datum sync', 'crm query timeout', 'crm performance degradation', 'crm performance degradation', 'crm performance degradation', 'crm query performance', 'crm performance degradation', 'crm performance degradation', 'crm performance degradation', 'crm query timeout', 'crm report slowness']",Cluster 60,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
61,"['ssl certificate renewal', 'smtp server delay', 'ssl certificate expiry', 'smtp connection delay', 'sftp file transfer', 'smtp queue length', 'smtp connection timeout', 'smtp connection timeout', 'ssl certificate expiry', 'smtp connection timeout', 'sftp connection failure', 'smtp server failure', 'smtp connection failure', 'sftp connection failure']",Cluster 61,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
62,"['ldap query latency', 'ldap authentication failure', 'ldap server latency', 'ldap connection timeout', 'ldap connection timeout', 'ldap connection timeout', 'ldap connection timeout', 'ldap connection timeout', 'ldap login failure', 'ldap authentication failure', 'ldap authentication failure', 'ldap login failure', 'ldap authentication failure', 'ldap authentication failure', 'ldap authentication failure', 'ldap authentication failure', 'ldap authentication failure', 'ldap login failure', 'ldap authentication failure', 'ldap authentication failure', 'ldap authentication failure', 'ldap authentication failure', 'ldap login failure']",Cluster 62,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
63,"['account summary api', 'account summary query', 'account summary alignment', 'account summary api', 'account summary api', 'account summary api', 'account summary api', 'account summary api', 'account summary api', 'dna account summary']",Cluster 63,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
64,"['label misalignment', 'account balance alignment', 'balance field misalignment', 'balance label font', 'account balance discrepancy', 'balance label misalignment', 'account balance query', 'account balance alignment', 'account balance alignment', 'account balance alignment', 'account balance alignment']",Cluster 64,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
65,"['cadb query performance', 'cis query performance', 'cis query performance', 'cis query performance', 'cis performance degradation', 'cis query timeout', 'cis query performance', 'cis query performance', 'cis query performance', 'cis query performance']",Cluster 65,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
66,"['firewall log volume', 'audit log capacity', 'firewall log overflow', 'audit log storage', 'audit log purge', 'log file growth', 'audit log purging', 'audit log retention', 'firewall log growth', 'audit log capacity', 'audit log retention']",Cluster 66,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
67,"['file server cpu', 'dim file upload', 'file server capacity', 'file server capacity', 'splunk disk capacity', 'file server capacity', 'file server capacity', 'file server cpu', 'file server capacity']",Cluster 67,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
68,"['cpu utilization spike', 'server cpu spike', 'server room overheat', 'server memory leak', 'server cpu spike', 'cpu utilization spike', 'server cpu spike', 'cpu utilization spike', 'cpu utilization spike', 'server cpu spike', 'cpu utilization spike', 'cpu utilization spike', 'cpu utilization spike', 'cpu utilization spike', 'server disk space', 'cpu utilization spike']",Cluster 68,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
69,"['swift message validation', 'push notification failure', 'swift message validation', 'alert email failure', 'push notification failure']",Cluster 69,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
70,"['web login failure', 'chrome head distortion', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure']",Cluster 70,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
71,"['voip quality', 'voip quality degradation', 'avaya aura static', 'voip quality', 'voip audio quality', 'voip quality']",Cluster 71,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
72,"['cbs performance degradation', 'dtr generation failure', 'cbs database performance', 'cbs database performance', 'cbs performance degradation', 'cdw report slowdown', 'ib transaction slowdown', 'cisco router failure', 'cbs database performance', 'cbs post restart check', 'cbs disk space', 'cbs disk space', 'cbs performance degradation', 'cbs performance degradation', 'cbs server overload', 'cbs performance degradation', 'dna performance degradation', 'cbs performance degradation', 'cbs cpu utilization', 'ibs performance degradation', 'cbs query latency', 'cbs performance latency', 'cbs shutdown failure', 'cbs shutdown failure', 'cbs performance degradation', 'dwh report delay', 'cbs cpu utilization', 'cbs performance degradation', 'cbs backup failure', 'cbs cpu spike', 'cbs log growth', 'cbs disk space', 'cbs batch failure']",Cluster 72,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
73,"['credential stuffing attack', 'credential stuffing attempt', 'credential stuffing attack', 'credential stuffing attack', 'credential stuffing attack']",Cluster 73,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
74,"['okta connection failure', 'authentication service latency', 'authentication service timeout', 'ad authentication failure', 'authentication service failure', 'authentication service failure', 'authentication server timeout', 'data synchronization error', 'authentication server failure', 'authentication service failure', 'fraudguard api failure', 'data center cool', 'authentication service failure', 'authentication service failure', 'authentication service failure', 'authentication service failure', 'authentication service failure', 'authentication service failure', 'authentication service failure', 'authentication service failure', 'authentication service failure', 'data synchronization error', 'authentication service failure', 'authentication service failure']",Cluster 74,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
75,"['horizon login failure', 'login failure error', 'fail login attempt', 'login failure rate', 'fail login attempt', 'login failure rate', 'login failure impact', 'login failure spike', 'login failure error', 'fail login attempt', 'fail login attempt']",Cluster 75,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
76,"['online login failure', 'online login failure', 'online login failure', 'online login failure', 'online login failure', 'online banking font']",Cluster 76,umap_3_hdbscan_1,"{'n_neighbors': 50, 'min_dist': 0.2}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
