cluster_id,keywords,cluster_name,experiment_id,umap_params,hdbscan_params
29,"['teller app freeze', 'teller printer offline', 'teller printer offline', 'teller printer failure', 'teller printer error', 'teller app slowness', 'teller printer offline', 'teller printer offline', 'teller printer offline', 'teller printer failure', 'teller printer offline']",Cluster 29,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
30,"['phishe email threat', 'phishe email detection', 'phishe email spike', 'phishe email threat', 'phishe email response', 'phishe email response', 'phishe email response', 'phishe email response', 'phishe email response', 'phishe email threat']",Cluster 30,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
31,"['oracle query performance', 'oracle database performance', 'oracle query performance', 'oracle query timeout']",Cluster 31,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
32,"['sql query timeout', 'sql server performance', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'store procedure performance', 'sql timeout error', 'sql server timeout', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query performance', 'sql query timeout', 'sql query performance', 'sql query performance', 'sql query performance', 'sql query performance', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query performance', 'sql query timeout', 'sql query timeout', 'sql query performance', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query timeout', 'sql query timeout']",Cluster 32,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
33,"['database lock contention', 'database backup failure', 'database connection timeout', 'database connection error', 'database connection timeout', 'database disk space', 'database replication lag', 'database query timeout']",Cluster 33,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
34,"['database performance degradation', 'database performance degradation', 'database performance degradation', 'database performance degradation', 'database query performance', 'database performance degradation', 'database performance degradation', 'database performance degradation', 'database query performance', 'database query latency', 'database performance degradation', 'database query latency', 'database performance degradation', 'database query latency', 'database query performance', 'database query latency', 'database performance degradation', 'database query performance', 'database performance degradation', 'database performance degradation', 'database performance degradation', 'database performance degradation', 'database query performance', 'database performance degradation', 'database query performance', 'database performance degradation', 'database performance degradation', 'database query performance', 'database performance degradation', 'database performance degradation', 'database performance degradation']",Cluster 34,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
35,"['date format bug', 'date format error', 'route number validation', 'invalid route number', 'invalid route number', 'route number validation', 'uk date format', 'invalid route number', 'route number validation', 'invalid route number', 'invalid route number', 'invalid route number', 'invalid route number', 'invalid route number', 'invalid route number', 'route number validation', 'invalid route number', 'invalid route number', 'invalid route number', 'invalid route number', 'invalid route number', 'invalid route number', 'invalid ach routing', 'invalid route number', 'route number validation', 'invalid route number', 'invalid route number', 'invalid route number', 'invalid ach routing', 'invalid ach routing', 'invalid route number', 'invalid route number']",Cluster 35,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
36,"['bill pay alignment', 'bill pay alignment', 'bill pay alignment', 'bill pay alignment', 'bill pay alignment']",Cluster 36,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
37,"['bill pay alignment', 'bill pay alignment', 'bill pay ui', 'bill pay ui']",Cluster 37,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
38,"['ach payroll failure', 'ach payroll failure', 'fail ach payroll', 'ach payroll failure', 'ach payroll failure', 'ach payroll failure', 'ach payroll failure', 'ach payroll delay', 'ach payroll failure', 'ach payroll failure', 'ach payroll failure', 'ach payroll rejection']",Cluster 38,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
39,"['branch network latency', 'replication lag', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch router cpu', 'branch network latency', 'branch network latency', 'datum integration discrepancy', 'datum discrepancy', 'branch network latency', 'branch network connectivity', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network connectivity', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency', 'branch network latency']",Cluster 39,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
40,"['account nickname display', 'account nickname display', 'account nickname display', 'account nickname alignment', 'account nickname display', 'account nickname display', 'account nickname display', 'account nickname display']",Cluster 40,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
41,"['account nickname font', 'account nickname font', 'account nickname font', 'account nickname font', 'account nickname font', 'account nickname alignment', 'account nickname font', 'account nickname font', 'account nickname font', 'account nickname alignment', 'account nickname alignment', 'account nickname font', 'account nickname font', 'account nickname font', 'account nickname font', 'account nickname font', 'account nickname font', 'account nickname font', 'account nickname alignment', 'account nickname font']",Cluster 41,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
42,"['ach routing number', 'ach routing error', 'ach routing error', 'ach routing error', 'ach routing error', 'ach routing error', 'ach routing error', 'ach routing error']",Cluster 42,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
43,"['verbose logging issue', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'archive backup failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'batch job failure', 'backup job failure']",Cluster 43,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
44,"['authsvc login failure', 'transaction datum lock', 'authsvc login failure', 'authserv login failure', 'authservice login failure', 'authsvc login failure', 'authservice login failure', 'authsvc login failure', 'authsvc latency issue', 'authserv login failure', 'authsvc login failure']",Cluster 44,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
45,"['wan link performance', 'wan link latency', 'wan link degradation', 'wan link packet loss', 'wan link degradation', 'wan link latency', 'wan link degradation']",Cluster 45,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
46,"['ach route validation', 'ach file validation', 'nacha file error']",Cluster 46,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
47,"['ach batch failure', 'ach batch delay', 'ach batch failure', 'ach batch failure', 'ach batch failure', 'ach batch failure', 'ach batch failure', 'ach batch failure', 'ach batch failure', 'fail ach batch', 'ach batch failure', 'ach batch failure', 'ach api timeout', 'ach batch failure', 'ach batch failure', 'ach batch failure', 'ach batch failure', 'ach batch failure', 'ach batch failure', 'ach api timeout', 'ach batch failure']",Cluster 47,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
48,"['ssl certificate renewal', 'smtp server delay', 'ssl certificate expiry', 'smtp connection delay', 'sftp file transfer', 'smtp queue length', 'smtp connection timeout', 'smtp connection timeout', 'ssl certificate expiry', 'smtp connection timeout', 'sftp connection failure', 'smtp server failure', 'smtp connection failure', 'sftp connection failure']",Cluster 48,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
49,"['ldap query latency', 'ldap authentication failure', 'ldap server latency', 'ldap connection timeout', 'ldap connection timeout', 'ldap connection timeout', 'ldap connection timeout', 'ldap connection timeout', 'ldap login failure', 'ldap authentication failure', 'ldap authentication failure', 'ldap login failure', 'ldap authentication failure', 'ldap authentication failure', 'ldap authentication failure', 'ldap authentication failure', 'ldap authentication failure', 'ldap login failure', 'ldap authentication failure', 'ldap authentication failure', 'ldap authentication failure', 'ldap authentication failure', 'ldap login failure']",Cluster 49,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
50,"['font size display', 'font size display', 'font size display', 'font size render', 'font size display', 'font size render', 'font size display', 'font size display', 'font size display', 'font size readability', 'font size display', 'font size render', 'font size readability', 'font size render', 'font size display', 'font size display', 'font size display', 'font size display', 'font size readability', 'font size readability', 'small font size', 'font size display', 'font size render', 'font size display', 'font size display', 'font size readability', 'font size render', 'font size display', 'font size display', 'font size readability', 'font size display']",Cluster 50,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
51,"['slow report generation', 'slow query performance', 'slow query performance', 'slow query performance', 'slow query performance', 'slow query performance']",Cluster 51,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
52,"['statement datum discrepancy', 'statement generation delay', 'statement generation delay', 'statement generation failure', 'statement download failure', 'statement generation timeout', 'statement generation delay', 'statement date format', 'statement generation delay', 'statement generation delay', 'statement generation delay', 'statement archive failure', 'statement generation delay']",Cluster 52,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
53,"['statement font size', 'statement font inconsistency', 'statement font size', 'statement font display', 'statement font size', 'statement font size', 'statement font display', 'statement font display', 'statement text alignment', 'statement font distortion', 'statement font size']",Cluster 53,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
54,"['salesforce api timeout', 'system performance degradation', 'api rate limiting', 'pvsm payment delay', 'api performance degradation', 'salesforce datum sync', 'ths api timeout', 'api connection timeout', 'experian api failure', 'api payment delay', 'api response delay', 'api payment delay', 'api performance degradation', 'api payment delay', 'experian api failure', 'api response delay', 'api payment delay', 'api bad request', 'api payment delay', 'api performance degradation', 'api payment delay', 'api performance degradation', 'api performance degradation', 'api response delay', 'api response delay', 'api performance degradation', 'api payment delay', 'api response delay', 'api response delay', 'api payment delay', 'api payment delay', 'api payment delay', 'api response delay', 'cif api performance', 'api response delay']",Cluster 54,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
55,"['los database performance', 'los connectivity failure', 'los database performance', 'los server performance', 'los integration failure', 'los database performance', 'los query performance', 'los query performance', 'los performance degradation']",Cluster 55,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
56,"['firewall log volume', 'audit log capacity', 'firewall log overflow', 'audit log storage', 'audit log purge', 'log file growth', 'audit log purging', 'audit log retention', 'firewall log growth', 'audit log capacity', 'audit log retention', 'log retention failure', 'log retention violation']",Cluster 56,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
57,"['cadb query performance', 'cis query performance', 'cis query performance', 'cif database performance', 'cis query performance', 'cis performance degradation', 'cif query performance', 'cis query timeout', 'cis query performance', 'cis query performance', 'cis query performance', 'cis query performance']",Cluster 57,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
58,"['font rendering error', 'font render discrepancy', 'font distortion issue', 'font size inconsistency', 'font size issue', 'font size issue', 'font size issue', 'font display distortion', 'font size issue', 'font size issue']",Cluster 58,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
59,"['pdf nickname display', 'pdf statement alignment', 'pdf account truncation', 'pdf statement generation', 'pdf statement alignment', 'pdf statement format', 'pdf statement distortion', 'pdf font distortion', 'pdf statement distortion', 'pdf formatting error', 'pdf text alignment', 'pdf font display']",Cluster 59,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
60,"['wiki link error', 'break link error', 'break link error', 'break link error']",Cluster 60,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
61,"['false positive alert', 'false positive block', 'false positive alert', 'false positive alert', 'false positive fraud', 'false positive fraud']",Cluster 61,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
62,"['file server cpu', 'dim file upload', 'file server capacity', 'file server capacity', 'splunk disk capacity', 'file server capacity', 'file server capacity', 'file server cpu', 'file server capacity']",Cluster 62,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
63,"['cpu utilization spike', 'server cpu spike', 'server room overheat', 'server memory leak', 'server cpu spike', 'cpu utilization spike', 'server cpu spike', 'cpu utilization spike', 'cpu utilization spike', 'server cpu spike', 'cpu utilization spike', 'cpu utilization spike', 'cpu utilization spike', 'cpu utilization spike', 'server disk space', 'cpu utilization spike']",Cluster 63,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
64,"['swift message validation', 'push notification failure', 'swift message validation', 'alert email failure', 'push notification failure']",Cluster 64,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
65,"['email notification delay', 'email delivery latency', 'email delivery failure', 'email notification delay', 'email delivery delay', 'email delivery delay', 'email delivery delay', 'email delivery failure', 'email delivery delay', 'email delivery delay', 'email delivery delay', 'email delivery failure', 'email delivery failure']",Cluster 65,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
66,"['web login failure', 'chrome head distortion', 'web server log', 'web server log', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'web server log', 'chrome login failure']",Cluster 66,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
67,"['payee alignment', 'payee button alignment', 'payee alignment', 'payee button alignment', 'payee font', 'payee button alignment', 'payee alignment']",Cluster 67,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
68,"['crm datum sync', 'crm datum sync', 'crm query timeout', 'crm performance degradation', 'crm performance degradation', 'crm performance degradation', 'crm query performance', 'crm performance degradation', 'crm performance degradation', 'crm performance degradation', 'finacle query timeout', 'crm query timeout', 'crm report slowness']",Cluster 68,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
69,"['etl pipeline failure', 'etl datum incompleteness', 'etl datum inaccuracy', 'etl process failure', 'etl job failure', 'etl process failure']",Cluster 69,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
70,"['css styling error', 'firefox ui misalignment', 'firefox display misalignment', 'css alignment error', 'css alignment issue', 'css alignment error', 'css styling misalignment']",Cluster 70,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
71,"['voip quality', 'voip quality degradation', 'avaya aura static', 'voip quality', 'voip audio quality', 'voip quality']",Cluster 71,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
72,"['cbs performance degradation', 'dtr generation failure', 'cbs database performance', 'cbs database performance', 'cbs performance degradation', 'cdw report slowdown', 'ib transaction slowdown', 'cisco router failure', 'cbs database performance', 'cbs post restart check', 'cbs disk space', 'cbs disk space', 'cbs performance degradation', 'cbs performance degradation', 'cbs server overload', 'cbs performance degradation', 'dna performance degradation', 'cbs performance degradation', 'cbs cpu utilization', 'ibs performance degradation', 'cbs query latency', 'cbs performance latency', 'cbs shutdown failure', 'cbs shutdown failure', 'cbs performance degradation', 'cbs cpu utilization', 'cbs performance degradation', 'cbs backup failure', 'cbs cpu spike', 'cbs log growth', 'cbs disk space', 'cbs batch failure']",Cluster 72,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
73,"['account summary api', 'account summary query', 'account summary alignment', 'account summary api', 'account summary api', 'account summary api', 'account summary api', 'account summary api', 'account summary api', 'dna account summary']",Cluster 73,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
74,"['report date format', 'excessive log volume', 'report datum discrepancy', 'report datum discrepancy', 'report datum integrity', 'report datum inaccuracy', 'report datum discrepancy', 'report datum inaccuracy', 'report datum failure']",Cluster 74,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
75,"['button alignment issue', 'button alignment issue', 'button alignment issue', 'ui nickname alignment', 'ui nickname alignment', 'button alignment issue']",Cluster 75,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
76,"['safari display alignment', 'safari display alignment', 'safari button alignment', 'safari display misalignment', 'safari nickname alignment', 'safari display bug', 'safari ui alignment', 'safari font size']",Cluster 76,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
77,"['incorrect account statement', 'account balance alignment', 'account balance discrepancy', 'account balance query', 'account balance alignment', 'account balance alignment', 'account balance alignment', 'account balance alignment']",Cluster 77,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
78,"['label misalignment', 'balance field misalignment', 'balance label font', 'balance label misalignment']",Cluster 78,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
79,"['account balance font', 'account summary font', 'account summary font', 'account balance font', 'account summary font', 'account balance font', 'account detail font']",Cluster 79,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
80,"['credential stuffing attack', 'credential stuffing attempt', 'credential stuffing attack', 'credential stuffing attack', 'credential stuffing attack']",Cluster 80,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
81,"['okta connection failure', 'authentication service latency', 'authentication service timeout', 'ad authentication failure', 'authentication service failure', 'authentication service failure', 'authentication server timeout', 'data synchronization error', 'authentication server failure', 'authentication service failure', 'fraudguard api failure', 'authentication service failure', 'authentication service failure', 'authentication service failure', 'authentication service failure', 'authentication service failure', 'authentication service failure', 'authentication service failure', 'authentication service failure', 'authentication service failure', 'data synchronization error', 'authentication service failure', 'authentication service failure']",Cluster 81,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
82,"['duo authentication failure', 'mfa login failure', 'mfa login failure', 'mfa login failure', 'duo security failure', 'duo security failure', 'duo mfa failure']",Cluster 82,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
83,"['loan report generation', 'loan report performance', 'loan form display', 'loan database performance', 'loan report failure', 'loan report failure', 'loan report timeout', 'loan processing delay', 'loan report generation', 'loan report generation', 'loan report delay', 'loan report failure', 'loan report failure', 'loan server cpu']",Cluster 83,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
84,"['loan balance discrepancy', 'interest calculation failure', 'interest calculation failure', 'interest calculation failure']",Cluster 84,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
85,"['online login failure', 'online login failure', 'login failure impact', 'athena login failure', 'online login failure', 'online login failure', 'online login failure', 'online banking font']",Cluster 85,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
86,"['login failure error', 'fail login attempt', 'login failure rate', 'fail login attempt', 'login failure rate', 'password reset failure', 'login failure spike', 'login failure error', 'fail login attempt', 'fail login attempt']",Cluster 86,umap_2_hdbscan_1,"{'n_neighbors': 30, 'min_dist': 0.05}","{'min_cluster_size': 3, 'min_samples': 3, 'cluster_selection_method': 'eom'}"
