cluster_id,keywords,cluster_name
44,"['ach batch failure', 'ach batch delay', 'ach batch failure', 'ach batch failure', 'ach file rejection', 'ach batch failure', 'ach file validation', 'ach batch failure', 'dna batch processing', 'ach batch failure', 'ach batch failure', 'ach batch failure', 'fail ach batch', 'ach batch failure', 'ach batch failure', 'ach api timeout', 'ach batch failure', 'ach batch failure', 'ach batch failure', 'ach batch failure', 'ach batch failure', 'ach batch failure', 'ach api timeout', 'ach batch failure']",Batch / Failure / File
45,"['route number validation', 'invalid route number', 'invalid route number', 'route number validation', 'invalid route number', 'route number validation', 'invalid route number', 'invalid route number', 'invalid route number', 'invalid route number', 'invalid route number', 'invalid route number', 'route number validation', 'invalid route number', 'invalid route number', 'invalid route number', 'invalid route number', 'invalid route number', 'invalid route number', 'invalid ach routing', 'invalid route number', 'route number validation', 'invalid route number', 'invalid route number', 'invalid route number', 'invalid ach routing', 'invalid ach routing', 'invalid route number', 'invalid route number']",Route / Number / Invalid
46,"['los database performance', 'los connectivity failure', 'los database performance', 'los server performance', 'los integration failure', 'los database performance', 'los query performance', 'los query performance', 'los performance degradation']",Performance / Database / Failure
47,"['font size display', 'font size display', 'font size display', 'font size render', 'font size display', 'font size render', 'font size display', 'font size display', 'font size display', 'font size readability', 'font size display', 'font size render', 'font size readability', 'font size render', 'font size display', 'font size display', 'font size display', 'font size display', 'font size readability', 'font size readability', 'small font size', 'font size display', 'font size render', 'font size display', 'font size display', 'font size readability', 'font size render', 'font size display', 'font size display', 'font size readability', 'font size display']",Font / Size / Display
48,"['authsvc login failure', 'transaction datum lock', 'authsvc login failure', 'authserv login failure', 'authservice login failure', 'authsvc login failure', 'authservice login failure', 'authsvc login failure', 'authsvc latency issue', 'authserv login failure', 'authsvc login failure']",Login / Failure / Authsvc
49,"['firewall log volume', 'audit log capacity', 'firewall log overflow', 'audit log storage', 'audit log purge', 'log file growth', 'audit log purging', 'audit log retention', 'firewall log growth', 'audit log capacity', 'audit log retention', 'log retention failure', 'log retention violation']",Audit / Retention / Firewall
50,"['okta connection failure', 'authentication service latency', 'authentication service timeout', 'ad authentication failure', 'authentication service failure', 'authentication service failure', 'authentication server timeout', 'data synchronization error', 'authentication server failure', 'authentication service failure', 'fraudguard api failure', 'data center cool', 'authentication service failure', 'authentication service failure', 'authentication service failure', 'authentication service failure', 'authentication service failure', 'authentication service failure', 'authentication service failure', 'authentication service failure', 'authentication service failure', 'data synchronization error', 'authentication service failure', 'authentication service failure']",Authentication / Failure / Service
51,"['core banking slowdown', 'core router failure', 'core banking restart', 'core banking restart', 'core banking diskspace', 'core banking upgrade']",Core / Banking / Restart
52,"['statement font size', 'statement font inconsistency', 'statement font size', 'statement date format', 'statement font display', 'statement font size', 'statement font size', 'statement font display', 'statement font display', 'statement text alignment', 'statement font distortion', 'statement font size']",Statement / Font / Size
53,"['statement datum discrepancy', 'statement generation delay', 'statement generation delay', 'statement generation failure', 'statement download failure', 'statement generation timeout', 'statement generation delay', 'statement generation delay', 'statement generation delay', 'statement generation delay', 'statement archive failure', 'statement generation delay']",Statement / Generation / Delay
54,"['payee alignment', 'payee button alignment', 'payee alignment', 'payee button alignment', 'payee font', 'payee button alignment', 'payee alignment']",Payee / Alignment / Button
55,"['replication lag', 'database lock contention', 'database replication lag', 'database query latency', 'database backup failure', 'database connection error', 'database disk space']",Database / Replication / Lock
56,"['database query performance', 'database query performance', 'database query latency', 'database query latency', 'database query performance', 'database query latency', 'database query performance', 'database query performance', 'database replication lag', 'database query performance', 'database query performance', 'database query performance', 'database query timeout']",Database / Query / Performance
57,"['ssl certificate renewal', 'smtp server delay', 'ssl certificate expiry', 'smtp connection delay', 'sftp file transfer', 'smtp queue length', 'smtp connection timeout', 'smtp connection timeout', 'ssl certificate expiry', 'smtp connection timeout', 'sftp connection failure', 'smtp server failure', 'smtp connection failure', 'sftp connection failure']",Smtp / Connection / Failure
58,"['voip quality', 'voip quality degradation', 'avaya aura static', 'voip quality', 'voip audio quality', 'voip quality']",Voip / Quality / Degradation
59,"['false positive alert', 'false positive block', 'false positive alert', 'false positive alert', 'false positive fraud', 'false positive fraud']",False / Positive / Alert
60,"['file server cpu', 'dim file upload', 'file server capacity', 'network printer offline', 'file server capacity', 'splunk disk capacity', 'file server capacity', 'file server capacity', 'file server cpu', 'file server capacity']",File / Server / Capacity
61,"['cpu utilization spike', 'server cpu spike', 'server room overheat', 'server memory leak', 'server cpu spike', 'cpu utilization spike', 'server cpu spike', 'cpu utilization spike', 'cpu utilization spike', 'server cpu spike', 'cpu utilization spike', 'cpu utilization spike', 'cpu utilization spike', 'cpu utilization spike', 'server disk space', 'cpu utilization spike']",Spike / Utilization / Server
62,"['online login failure', 'horizon login failure', 'online login failure', 'login failure error', 'fail login attempt', 'login failure rate', 'fail login attempt', 'olb login failure', 'login failure rate', 'login failure impact', 'athena login failure', 'online login failure', 'password reset failure', 'online login failure', 'login failure spike', 'login failure error', 'online login failure', 'fail login attempt', 'mfa login failure', 'mfa login failure', 'online banking font', 'mfa login failure', 'duo security failure', 'fail login attempt', 'duo security failure', 'duo mfa failure']",Login / Failure / Online
63,"['email notification delay', 'email delivery latency', 'email delivery failure', 'email notification delay', 'email delivery delay', 'email delivery delay', 'email delivery delay', 'email delivery failure', 'email delivery delay', 'email delivery delay', 'email delivery delay', 'email delivery failure', 'email delivery failure']",Email / Delivery / Delay
64,"['wan link performance', 'wan link latency', 'wan link degradation', 'wan link packet loss', 'wan link degradation', 'wan link latency', 'wan link degradation']",Link / Degradation / Latency
65,"['webdirect login failure', 'web server log', 'webdirect login failure', 'web server log', 'web server log']",Server / Webdirect / Login
66,"['web login failure', 'chrome head distortion', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure', 'chrome login failure']",Login / Failure / Chrome
67,"['salesforce api timeout', 'swift message validation', 'system performance degradation', 'api rate limiting', 'pvsm payment delay', 'push notification failure', 'api performance degradation', 'salesforce datum sync', 'swift message validation', 'ths api timeout', 'api connection timeout', 'alert email failure', 'experian api failure', 'api payment delay', 'api response delay', 'api payment delay', 'api performance degradation', 'api payment delay', 'experian api failure', 'api response delay', 'push notification failure', 'api payment delay', 'api bad request', 'api payment delay', 'api performance degradation', 'api payment delay', 'api performance degradation', 'api performance degradation', 'api response delay', 'api response delay', 'api performance degradation', 'api payment delay', 'api response delay', 'api response delay', 'api payment delay', 'api payment delay', 'api payment delay', 'api response delay', 'cif api performance', 'api response delay']",Delay / Payment / Performance
68,"['cadb query performance', 'cis query performance', 'cis query performance', 'cif database performance', 'cis query performance', 'cis performance degradation', 'cif query performance', 'cis query timeout', 'cis query performance', 'cis query performance', 'cis query performance', 'cis query performance']",Performance / Query / Cadb
69,"['cbs performance degradation', 'dtr generation failure', 'cbs database performance', 'cbs database performance', 'cbs performance degradation', 'cdw report slowdown', 'ib transaction slowdown', 'cisco router failure', 'cbs database performance', 'cbs post restart check', 'cbs disk space', 'cbs disk space', 'cbs performance degradation', 'cbs performance degradation', 'cbs server overload', 'cbs performance degradation', 'dna performance degradation', 'cbs performance degradation', 'cbs cpu utilization', 'ibs performance degradation', 'cbs query latency', 'cbs performance latency', 'cbs shutdown failure', 'cbs shutdown failure', 'cbs performance degradation', 'cbs cpu utilization', 'cbs performance degradation', 'cbs backup failure', 'cbs cpu spike', 'cbs log growth', 'cbs disk space', 'cbs batch failure']",Performance / Degradation / Failure
70,"['font rendering error', 'font render discrepancy', 'font distortion issue', 'font size inconsistency', 'font size issue', 'font size issue', 'font size issue', 'font display distortion', 'font size issue', 'font size issue']",Font / Issue / Size
71,"['account summary api', 'account summary query', 'account summary alignment', 'account summary api', 'account summary api', 'account summary api', 'account summary api', 'account summary api', 'account summary api', 'dna account summary']",Account / Summary / Query
72,"['loan report generation', 'loan report performance', 'loan form display', 'credit score retrieval', 'loan database performance', 'credit bureau api', 'loan report failure', 'loan report failure', 'loan report timeout', 'loan processing delay', 'loan balance discrepancy', 'interest calculation failure', 'loan report generation', 'loan report generation', 'incorrect interest rate', 'loan report delay', 'interest calculation failure', 'interest calculation failure', 'loan report failure', 'loan report failure', 'loan server cpu']",Loan / Report / Failure
73,"['css styling error', 'css alignment error', 'css alignment issue', 'css alignment error', 'css styling misalignment']",Error / Alignment / Styling
74,"['firefox ui misalignment', 'firefox display misalignment', 'button alignment issue', 'button alignment issue', 'safari display alignment', 'button alignment issue', 'ui nickname alignment', 'safari display alignment', 'safari font distortion', 'ui nickname alignment', 'button alignment issue', 'safari button alignment', 'safari display misalignment', 'safari nickname alignment', 'safari display bug', 'safari ui alignment', 'safari font size']",Alignment / Safari / Display
75,"['etl pipeline failure', 'etl datum incompleteness', 'etl datum inaccuracy', 'etl process failure', 'etl job failure', 'etl process failure']",Failure / Datum / Process
76,"['crm datum sync', 'crm datum sync', 'crm query timeout', 'crm performance degradation', 'crm performance degradation', 'crm performance degradation', 'crm query performance', 'crm performance degradation', 'crm performance degradation', 'crm performance degradation', 'finacle query timeout', 'crm query timeout', 'crm report slowness']",Performance / Degradation / Query
77,"['incorrect account statement', 'account balance alignment', 'balance field misalignment', 'account balance discrepancy', 'account balance query', 'account balance alignment', 'account balance alignment', 'account balance alignment', 'account balance alignment']",Account / Balance / Alignment
78,"['balance label font', 'balance label misalignment', 'account balance font', 'account summary font', 'account summary font', 'account balance font', 'account summary font', 'account balance font', 'account detail font']",Font / Account / Balance
79,"['date format bug', 'report date format', 'excessive log volume', 'report datum discrepancy', 'date format error', 'report datum discrepancy', 'report datum integrity', 'report datum inaccuracy', 'report datum discrepancy', 'datum discrepancy', 'uk date format', 'report datum inaccuracy', 'report datum failure']",Report / Datum / Date
80,"['pdf nickname display', 'pdf statement alignment', 'wiki link error', 'pdf account truncation', 'pdf statement generation', 'pdf statement alignment', 'pdf statement format', 'pdf statement distortion', 'pdf font distortion', 'break link error', 'pdf statement distortion', 'break link error', 'pdf formatting error', 'pdf text alignment', 'pdf font display']",Statement / Error / Alignment
